,population_den,Area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
"Block Group 3, Census Tract 104.08, Saline County, Arkansas",484.90,8.25,0.48,0.23,1269,0.54,0.08,0.17,0.04,0.68,0.06,0.56,0.87,0.59,0.33,0.83,0.17,0.12,1999.00,0.81,0.26,0.08,0.00
"Block Group 1, Census Tract 104.09, Saline County, Arkansas",275.70,4.72,0.61,0.00,440,0.44,0.00,0.22,0.01,0.56,0.26,0.35,0.82,0.29,0.21,0.61,0.17,0.14,1986.00,0.58,0.00,0.12,0.00
"Block Group 2, Census Tract 104.09, Saline County, Arkansas",625.50,3.13,0.48,0.31,486,0.23,0.12,0.30,0.00,0.62,0.08,0.31,0.79,0.53,0.19,0.69,0.02,0.13,1978.00,0.72,0.59,0.03,0.00
"Block Group 1, Census Tract 104.10, Saline County, Arkansas",281.70,9.58,0.63,0.26,904,0.63,0.00,0.21,0.02,0.61,0.10,0.49,0.79,0.47,0.21,0.66,0.00,0.01,2002.00,0.56,0.66,0.10,0.00
"Block Group 1, Census Tract 104.11, Saline County, Arkansas",1512.00,1.26,0.57,0.17,574,0.83,0.00,0.13,0.03,0.39,0.14,0.80,0.90,0.47,0.30,0.76,0.02,0.11,1998.00,0.57,0.00,0.02,0.00
"Block Group 2, Census Tract 104.11, Saline County, Arkansas",1899.90,0.85,0.58,0.34,443,0.50,0.00,0.29,0.07,0.76,0.44,0.43,0.94,0.48,0.25,0.75,0.02,0.13,1984.00,0.34,0.00,0.21,0.00
"Block Group 3, Census Tract 104.11, Saline County, Arkansas",1446.00,0.50,0.55,0.00,240,0.69,0.00,0.26,0.00,0.48,0.23,0.74,0.89,0.30,0.32,0.54,0.16,0.20,1988.00,0.40,0.01,0.10,0.00
"Block Group 4, Census Tract 104.11, Saline County, Arkansas",1065.40,1.28,0.53,0.13,501,0.97,0.00,0.20,0.00,0.80,0.12,0.48,0.97,0.44,0.39,0.70,0.10,0.24,2002.00,0.17,,0.02,0.00
"Block Group 1, Census Tract 105.07, Saline County, Arkansas",56.60,22.63,0.44,0.08,499,0.65,0.00,0.21,0.03,0.73,0.23,0.58,0.84,0.38,0.28,0.72,0.08,0.10,1993.00,0.78,0.00,0.13,0.00
"Block Group 2, Census Tract 105.07, Saline County, Arkansas",20.20,49.18,0.54,0.28,349,0.50,0.00,0.11,0.00,0.45,0.33,0.77,0.97,0.37,0.29,0.88,0.03,0.31,1987.00,0.72,0.00,0.06,0.00
"Block Group 3, Census Tract 105.07, Saline County, Arkansas",21.00,66.90,0.49,0.00,392,0.24,0.00,0.14,0.03,0.36,0.12,0.15,0.66,0.37,0.22,0.77,0.03,0.20,1990.00,0.81,0.00,0.79,0.00
"Block Group 1, Census Tract 105.08, Saline County, Arkansas",33.00,42.68,0.48,0.00,488,0.43,0.00,0.06,0.00,0.39,0.12,0.55,0.68,0.27,0.25,0.85,0.11,0.08,1993.00,0.57,0.00,0.00,0.00
"Block Group 2, Census Tract 105.08, Saline County, Arkansas",70.10,18.34,0.50,0.33,517,0.50,0.00,0.22,0.04,0.64,0.42,0.68,0.85,0.31,0.24,0.79,0.08,0.09,1996.00,0.78,0.00,0.02,0.00
"Block Group 3, Census Tract 105.08, Saline County, Arkansas",130.60,17.23,0.53,0.18,741,0.80,0.00,0.11,0.01,0.67,0.32,0.66,0.92,0.39,0.22,0.82,0.07,0.28,2000.00,0.74,0.34,0.19,0.00
"Block Group 1, Census Tract 105.09, Saline County, Arkansas",405.60,9.37,0.49,0.12,1293,0.66,0.00,0.15,0.04,0.67,0.19,0.75,0.91,0.48,0.35,0.83,0.17,0.20,2009.00,0.70,0.41,0.12,0.00
"Block Group 2, Census Tract 105.09, Saline County, Arkansas",672.70,2.72,0.52,0.06,533,0.62,0.00,0.14,0.03,0.57,0.24,0.74,0.96,0.57,0.24,0.81,0.15,0.17,1992.00,0.54,0.33,0.05,0.00
"Block Group 1, Census Tract 105.11, Saline County, Arkansas",171.40,9.27,0.49,0.13,524,0.67,0.00,0.11,0.00,0.65,0.33,0.66,1.00,0.40,0.28,0.88,0.17,0.17,2003.00,0.59,0.00,0.15,0.00
"Block Group 2, Census Tract 105.11, Saline County, Arkansas",747.40,3.86,0.51,0.35,580,0.73,0.88,0.11,0.01,0.68,0.13,0.44,0.98,0.40,0.29,0.69,0.18,0.12,1998.00,0.72,0.00,0.09,0.00
"Block Group 3, Census Tract 105.11, Saline County, Arkansas",397.30,3.02,0.49,0.00,577,0.57,0.00,0.21,0.00,0.52,0.23,0.24,0.86,0.29,0.23,0.66,0.18,0.31,1980.00,0.32,,0.00,0.00
"Block Group 1, Census Tract 105.12, Saline County, Arkansas",308.90,7.65,0.55,0.07,722,0.60,0.11,0.18,0.01,0.65,0.24,0.50,0.97,0.44,0.29,0.64,0.05,0.19,1994.00,0.44,0.00,0.04,0.00
"Block Group 2, Census Tract 105.12, Saline County, Arkansas",99.20,8.66,0.51,0.59,377,0.59,0.00,0.29,0.00,0.44,0.30,0.40,0.87,0.29,0.30,0.66,0.06,0.07,2002.00,0.71,0.00,0.15,0.00
"Block Group 1, Census Tract 105.13, Saline County, Arkansas",123.40,10.37,0.49,0.59,355,0.47,0.00,0.07,0.05,0.55,0.17,0.65,0.84,0.52,0.11,0.92,0.06,0.18,1997.00,0.23,0.61,0.20,0.00
"Block Group 2, Census Tract 105.13, Saline County, Arkansas",82.70,18.80,0.45,0.27,473,0.55,0.00,0.18,0.04,0.80,0.13,0.75,0.85,0.45,0.24,0.76,0.20,0.04,2000.00,0.45,0.03,0.26,0.00
"Block Group 1, Census Tract 105.14, Saline County, Arkansas",65.00,16.24,0.55,0.09,313,0.41,0.12,0.17,0.00,0.54,0.26,0.37,0.81,0.33,0.20,0.84,0.11,0.26,1994.00,0.69,0.00,0.02,0.00
"Block Group 2, Census Tract 105.14, Saline County, Arkansas",314.00,6.61,0.39,0.00,508,0.53,0.47,0.16,0.03,0.61,0.31,0.36,0.85,0.34,0.24,0.56,0.09,0.18,2000.00,0.66,0.28,0.18,0.00
"Block Group 1, Census Tract 105.15, Saline County, Arkansas",564.30,1.81,0.52,0.00,498,0.95,0.00,0.15,0.00,0.34,0.51,0.72,0.81,0.07,0.08,0.71,0.06,0.30,1996.00,0.95,0.00,0.10,0.00
"Block Group 2, Census Tract 105.15, Saline County, Arkansas",651.40,2.38,0.57,0.00,646,0.77,0.00,0.20,0.00,0.38,0.67,0.66,0.99,0.11,0.08,0.73,0.12,0.48,1999.00,0.96,0.00,0.00,0.00
"Block Group 1, Census Tract 105.16, Saline County, Arkansas",151.80,4.83,0.60,,313,0.71,0.00,0.29,0.00,0.57,0.69,0.55,0.95,0.00,0.11,0.66,0.05,0.34,1991.00,1.00,0.00,0.00,0.00
"Block Group 2, Census Tract 105.16, Saline County, Arkansas",244.80,4.77,0.51,0.00,583,0.85,0.00,0.15,0.05,0.48,0.66,0.28,1.00,0.10,0.02,0.72,0.10,0.52,1994.00,0.88,0.00,0.08,0.00
"Block Group 1, Census Tract 105.17, Saline County, Arkansas",462.10,4.26,0.47,0.00,1021,0.67,0.00,0.12,0.00,0.45,0.72,0.86,0.92,0.04,0.08,0.85,0.03,0.41,2008.00,0.93,0.00,0.17,0.00
"Block Group 2, Census Tract 105.17, Saline County, Arkansas",5.80,195.30,0.44,0.09,415,0.73,0.00,0.09,0.03,0.30,0.46,0.23,0.95,0.27,0.30,0.86,0.05,0.25,2004.00,0.89,0.00,0.16,0.00
"Block Group 1, Census Tract 105.18, Saline County, Arkansas",2425.60,0.70,0.47,0.13,474,0.80,0.17,0.21,0.00,0.79,0.17,0.58,0.97,0.40,0.29,0.77,0.20,0.28,2006.00,0.28,0.00,0.03,0.00
"Block Group 2, Census Tract 105.18, Saline County, Arkansas",2188.10,0.70,0.54,0.72,394,0.59,0.00,0.17,0.00,0.64,0.26,0.63,0.88,0.42,0.21,0.85,0.14,0.09,2000.00,0.27,0.08,0.07,0.00
"Block Group 1, Census Tract 105.19, Saline County, Arkansas",935.70,1.88,0.58,0.43,362,0.70,0.00,0.27,0.03,0.67,0.43,0.55,0.95,0.36,0.22,0.80,0.28,0.35,2005.00,0.68,0.27,0.12,0.00
"Block Group 2, Census Tract 105.19, Saline County, Arkansas",1989.30,1.81,0.56,0.13,1245,0.75,0.00,0.17,0.00,0.73,0.19,0.52,0.93,0.55,0.26,0.75,0.06,0.15,1997.00,0.30,0.36,0.04,0.00
"Block Group 1, Census Tract 105.20, Saline County, Arkansas",1455.30,1.39,0.51,0.55,552,0.60,0.00,0.18,0.04,0.76,0.10,0.32,0.95,0.45,0.29,0.84,0.05,0.09,2003.00,0.75,0.00,0.11,0.00
"Block Group 1, Census Tract 106.01, Saline County, Arkansas",437.30,1.72,0.38,0.17,221,0.32,0.00,0.31,0.04,0.46,0.15,0.58,0.62,0.26,0.28,0.50,0.04,0.08,1969.00,0.46,0.00,0.05,0.00
"Block Group 2, Census Tract 106.01, Saline County, Arkansas",1245.60,0.52,0.44,0.00,164,0.72,0.20,0.12,0.02,0.56,0.34,0.43,0.76,0.24,0.30,0.31,0.16,0.00,1950.00,0.31,0.26,0.12,0.00
"Block Group 3, Census Tract 106.01, Saline County, Arkansas",1338.40,1.60,0.52,0.50,253,0.36,0.00,0.21,0.01,0.67,0.05,0.15,0.66,0.25,0.27,0.42,0.06,0.04,1968.00,0.47,0.20,0.04,0.00
"Block Group 1, Census Tract 106.02, Saline County, Arkansas",206.90,6.80,0.54,0.31,379,0.53,0.00,0.38,0.05,0.38,0.29,0.71,0.80,0.24,0.24,0.58,0.06,0.07,1986.00,0.53,0.01,0.03,0.00
"Block Group 2, Census Tract 106.02, Saline County, Arkansas",69.70,13.78,0.43,0.09,159,0.37,0.18,0.18,0.08,0.57,0.09,0.07,0.64,0.34,0.14,0.78,0.13,0.17,1992.00,0.31,0.00,0.00,0.00
"Block Group 1, Census Tract 9501, Scott County, Arkansas",5.40,132.02,0.52,0.00,154,0.43,0.00,0.16,0.00,0.40,0.32,0.76,0.96,0.35,0.16,0.85,0.43,0.12,1976.00,0.42,0.00,0.03,0.00
"Block Group 2, Census Tract 9501, Scott County, Arkansas",25.00,39.93,0.49,0.09,364,0.49,0.20,0.22,0.04,0.45,0.14,0.52,0.79,0.41,0.30,0.72,0.11,0.13,1980.00,0.70,0.32,0.11,0.00
"Block Group 3, Census Tract 9501, Scott County, Arkansas",3.00,214.98,0.48,0.04,352,0.27,0.00,0.42,0.01,0.40,0.08,0.76,0.68,0.25,0.35,0.47,0.05,0.17,1966.00,0.43,0.00,0.06,0.00
"Block Group 4, Census Tract 9501, Scott County, Arkansas",25.50,58.65,0.51,0.00,445,0.39,0.00,0.18,0.00,0.45,0.23,0.31,0.91,0.47,0.15,0.75,0.19,0.13,1982.00,0.47,0.00,0.19,0.00
"Block Group 1, Census Tract 9502, Scott County, Arkansas",167.30,8.03,0.48,0.82,285,0.31,0.00,0.25,0.07,0.47,0.16,0.28,0.67,0.24,0.33,0.61,0.19,0.09,1973.00,0.60,0.27,0.03,0.02
"Block Group 2, Census Tract 9502, Scott County, Arkansas",217.60,4.80,0.45,0.39,295,0.35,0.66,0.15,0.08,0.44,0.19,0.40,0.68,0.31,0.29,0.67,0.08,0.05,1981.00,0.52,0.35,0.07,0.00
"Block Group 3, Census Tract 9502, Scott County, Arkansas",405.80,3.84,0.42,0.50,346,0.38,0.12,0.23,0.05,0.54,0.25,0.41,0.87,0.37,0.15,0.66,0.03,0.10,1971.00,0.48,0.24,0.35,0.00
"Block Group 1, Census Tract 9503, Scott County, Arkansas",4.50,262.58,0.45,0.27,400,0.41,0.00,0.16,0.02,0.41,0.26,0.45,0.87,0.23,0.21,0.61,0.22,0.11,1988.00,0.64,0.03,0.07,0.00
"Block Group 2, Census Tract 9503, Scott County, Arkansas",5.60,168.03,0.42,0.05,268,0.54,0.00,0.20,0.02,0.34,0.21,0.65,0.75,0.45,0.25,0.75,0.17,0.12,1991.00,0.59,0.42,0.15,0.00
"Block Group 1, Census Tract 9701, Searcy County, Arkansas",3.20,188.34,0.46,,215,0.36,0.00,0.21,0.00,0.09,0.35,0.82,0.75,0.35,0.29,0.69,0.05,0.10,1968.00,0.37,0.61,0.04,0.00
"Block Group 2, Census Tract 9701, Searcy County, Arkansas",11.70,65.84,0.47,0.09,203,0.58,0.00,0.18,0.00,0.31,0.28,0.23,0.87,0.46,0.27,0.76,0.08,0.16,1976.00,0.38,0.00,0.33,0.00
"Block Group 3, Census Tract 9701, Searcy County, Arkansas",12.50,57.57,0.44,0.05,209,0.58,0.00,0.20,0.03,0.32,0.31,0.37,0.72,0.39,0.29,0.60,0.00,0.04,1978.00,0.46,0.04,0.19,0.00
"Block Group 1, Census Tract 9702, Searcy County, Arkansas",45.80,21.21,0.46,0.20,222,0.48,0.00,0.24,0.00,0.51,0.08,0.50,0.77,0.35,0.19,0.77,0.16,0.14,1974.00,0.68,0.26,0.25,0.00
"Block Group 2, Census Tract 9702, Searcy County, Arkansas",72.90,13.17,0.54,0.80,226,0.37,0.00,0.35,0.02,0.27,0.31,0.47,0.62,0.29,0.19,0.59,0.13,0.15,1976.00,0.58,0.18,0.11,0.00
"Block Group 3, Census Tract 9702, Searcy County, Arkansas",16.80,38.86,0.63,0.00,214,0.26,0.00,0.17,0.00,0.18,0.20,0.34,0.43,0.23,0.08,0.71,0.06,0.07,1976.00,0.68,0.40,0.10,0.00
"Block Group 4, Census Tract 9702, Searcy County, Arkansas",13.50,82.69,0.53,0.09,337,0.26,0.00,0.25,0.00,0.14,0.29,0.27,0.71,0.30,0.31,0.68,0.11,0.08,1980.00,0.35,0.13,0.36,0.00
"Block Group 1, Census Tract 9703, Searcy County, Arkansas",6.10,94.70,0.47,0.36,185,0.51,0.00,0.10,0.00,0.27,0.29,0.69,0.91,0.38,0.19,0.86,0.25,0.11,1990.00,0.14,0.00,0.04,0.00
"Block Group 2, Census Tract 9703, Searcy County, Arkansas",17.70,40.11,0.46,0.38,150,0.38,0.29,0.28,0.09,0.23,0.22,0.15,0.66,0.37,0.21,0.65,0.07,0.09,1978.00,0.62,0.22,0.22,0.00
"Block Group 3, Census Tract 9703, Searcy County, Arkansas",12.60,63.35,0.47,0.17,223,0.43,0.93,0.26,0.07,0.17,0.33,0.67,0.86,0.25,0.19,0.76,0.16,0.08,1983.00,0.47,0.00,0.00,0.00
"Block Group 1, Census Tract 1, Sebastian County, Arkansas",1332.30,1.07,0.54,0.69,144,0.28,0.00,0.22,0.06,0.39,0.11,0.08,0.80,0.75,0.29,0.81,0.10,0.00,1959.00,0.51,0.09,0.16,0.00
"Block Group 2, Census Tract 1, Sebastian County, Arkansas",3663.10,0.30,0.52,0.11,163,0.27,0.21,0.24,0.08,0.78,0.42,0.15,0.77,0.66,0.35,0.71,0.05,0.00,1956.00,0.40,0.32,0.10,0.00
"Block Group 3, Census Tract 1, Sebastian County, Arkansas",3291.90,0.19,0.50,0.21,104,0.55,0.00,0.26,0.03,0.85,0.06,0.15,0.58,0.54,0.31,0.76,0.18,0.28,1977.00,0.78,0.11,0.39,0.00
"Block Group 4, Census Tract 1, Sebastian County, Arkansas",4396.90,0.38,0.56,0.59,259,0.27,0.00,0.29,0.00,0.86,0.22,0.60,0.70,0.51,0.21,0.84,0.00,0.04,1978.00,0.51,0.43,0.14,0.00
"Block Group 5, Census Tract 1, Sebastian County, Arkansas",1774.50,0.16,0.31,1.00,119,0.33,0.00,0.66,0.00,0.00,0.34,0.58,0.93,0.07,0.00,0.34,0.18,0.00,1957.00,0.41,0.17,0.00,0.00
"Block Group 6, Census Tract 1, Sebastian County, Arkansas",1923.80,0.58,0.55,0.79,100,0.27,0.48,0.31,0.07,0.43,0.06,0.52,0.60,0.65,0.15,0.74,0.07,0.08,1981.00,0.70,0.21,0.27,0.00
"Block Group 1, Census Tract 2, Sebastian County, Arkansas",223.20,5.13,0.48,0.07,324,0.32,0.00,0.19,0.00,0.69,0.13,0.28,0.77,0.49,0.40,0.65,0.04,0.16,1968.00,0.42,0.24,0.07,0.00
"Block Group 2, Census Tract 2, Sebastian County, Arkansas",3630.20,0.23,0.50,0.41,222,0.10,0.00,0.40,0.11,0.82,0.24,0.05,0.74,0.53,0.30,0.57,0.00,0.00,1958.00,0.43,0.44,0.04,0.00
"Block Group 3, Census Tract 2, Sebastian County, Arkansas",4434.50,0.38,0.51,0.66,258,0.20,0.00,0.27,0.04,0.21,0.17,0.08,0.82,0.52,0.24,0.82,0.03,0.07,1970.00,0.59,0.25,0.28,0.00
"Block Group 4, Census Tract 2, Sebastian County, Arkansas",4948.70,0.29,0.65,0.98,207,0.25,0.09,0.27,0.02,0.45,0.22,0.14,0.78,0.70,0.24,0.77,0.07,0.00,1958.00,0.60,0.00,0.09,0.00
"Block Group 5, Census Tract 2, Sebastian County, Arkansas",2291.90,0.22,0.62,1.00,101,0.39,0.00,0.26,0.00,0.51,0.28,0.19,0.66,0.27,0.04,0.77,0.09,0.03,1990.00,0.30,0.09,0.25,0.00
"Block Group 1, Census Tract 3, Sebastian County, Arkansas",2548.40,0.63,0.48,0.24,354,0.30,0.13,0.22,0.09,0.33,0.20,0.22,0.93,0.52,0.28,0.70,0.13,0.06,1950.00,0.50,0.09,0.07,0.00
"Block Group 2, Census Tract 3, Sebastian County, Arkansas",389.40,1.84,0.43,0.00,71,0.51,0.00,0.31,0.07,0.24,0.17,0.20,0.67,0.13,0.22,0.34,0.04,0.23,1957.00,0.72,0.16,0.21,0.00
"Block Group 1, Census Tract 4, Sebastian County, Arkansas",5741.30,0.14,0.56,0.33,145,0.22,0.00,0.15,0.02,0.86,0.09,0.03,0.45,0.70,0.28,0.84,0.03,0.00,1960.00,0.90,0.34,0.31,0.00
"Block Group 2, Census Tract 4, Sebastian County, Arkansas",1629.60,0.30,0.53,0.16,111,0.41,0.00,0.29,0.02,0.15,0.19,0.36,0.68,0.27,0.33,0.47,0.04,0.13,1949.00,0.48,0.23,0.04,0.00
"Block Group 3, Census Tract 4, Sebastian County, Arkansas",3192.10,0.11,0.33,0.00,37,0.13,0.00,0.41,0.03,0.73,0.14,0.13,0.98,0.05,0.31,0.31,0.15,0.03,1954.00,0.65,0.02,0.52,0.00
"Block Group 4, Census Tract 4, Sebastian County, Arkansas",5811.80,0.30,0.52,0.76,301,0.16,0.00,0.17,0.16,0.43,0.17,0.25,0.83,0.56,0.37,0.77,0.08,0.03,1955.00,0.29,0.60,0.22,0.00
"Block Group 1, Census Tract 5.01, Sebastian County, Arkansas",3605.50,0.41,0.65,0.65,233,0.45,0.28,0.33,0.01,0.68,0.28,0.06,0.52,0.36,0.13,0.44,0.00,0.01,1979.00,0.50,0.04,0.01,0.00
"Block Group 2, Census Tract 5.01, Sebastian County, Arkansas",9991.90,0.17,0.43,0.47,236,0.13,0.00,0.11,0.01,0.33,0.07,0.00,0.59,0.70,0.35,0.87,0.17,0.06,1959.00,0.39,0.10,0.10,0.00
"Block Group 3, Census Tract 5.01, Sebastian County, Arkansas",5300.00,0.21,0.56,0.37,183,0.25,0.00,0.26,0.06,0.67,0.19,0.26,0.71,0.46,0.23,0.66,0.03,0.08,1954.00,0.53,0.20,0.24,0.00
"Block Group 4, Census Tract 5.01, Sebastian County, Arkansas",5852.40,0.23,0.40,0.37,205,0.65,0.00,0.19,0.00,0.50,0.20,0.34,0.81,0.51,0.10,0.66,0.08,0.06,1958.00,0.47,0.00,0.07,0.00
"Block Group 1, Census Tract 5.02, Sebastian County, Arkansas",2883.10,0.37,0.58,0.74,144,0.36,0.00,0.30,0.06,0.67,0.23,0.18,0.81,0.49,0.19,0.71,0.04,0.12,1979.00,0.39,0.06,0.11,0.00
"Block Group 2, Census Tract 5.02, Sebastian County, Arkansas",3066.00,0.43,0.53,0.02,352,0.33,0.00,0.22,0.03,0.62,0.57,0.28,0.92,0.60,0.28,0.84,0.18,0.04,1964.00,0.17,0.87,0.00,0.00
"Block Group 3, Census Tract 5.02, Sebastian County, Arkansas",2212.90,0.32,0.53,0.32,294,0.53,0.00,0.46,0.01,0.42,0.42,0.25,0.86,0.35,0.12,0.51,0.07,0.09,1957.00,0.45,0.33,0.32,0.00
"Block Group 1, Census Tract 6, Sebastian County, Arkansas",272.10,2.99,0.47,0.58,161,0.61,0.00,0.40,0.02,0.40,0.28,0.27,0.65,0.09,0.12,0.45,0.02,0.17,1975.00,0.53,0.04,0.19,0.00
"Block Group 2, Census Tract 6, Sebastian County, Arkansas",3175.30,0.44,0.49,0.60,154,0.65,0.00,0.26,0.08,0.94,0.26,0.64,0.80,0.25,0.23,0.50,0.28,0.20,1979.00,0.47,0.10,0.00,0.00
"Block Group 3, Census Tract 6, Sebastian County, Arkansas",1996.90,0.98,0.55,0.00,520,0.83,0.00,0.14,0.02,0.59,0.25,0.29,0.98,0.46,0.23,0.65,0.06,0.42,1973.00,0.10,0.00,0.13,0.00
"Block Group 4, Census Tract 6, Sebastian County, Arkansas",1992.00,0.44,0.48,,223,0.64,0.00,0.28,0.06,0.26,0.25,0.77,0.81,0.12,0.02,0.59,0.11,0.23,1972.00,0.29,0.19,0.12,0.00
"Block Group 1, Census Tract 7, Sebastian County, Arkansas",6482.00,0.14,0.57,0.32,127,0.34,0.00,0.11,0.00,0.06,0.04,0.22,0.82,0.60,0.20,0.85,0.04,0.22,1971.00,0.68,0.00,0.06,0.00
"Block Group 2, Census Tract 7, Sebastian County, Arkansas",4092.80,0.20,0.51,0.16,143,0.49,0.00,0.19,0.02,0.82,0.12,0.31,0.60,0.22,0.33,0.60,0.02,0.04,1973.00,0.61,0.22,0.08,0.00
"Block Group 3, Census Tract 7, Sebastian County, Arkansas",5157.80,0.16,0.17,0.21,15,0.35,0.61,0.15,0.08,0.27,0.12,0.58,0.80,0.45,0.24,0.56,0.07,0.07,1974.00,0.79,0.04,0.21,0.00
"Block Group 4, Census Tract 7, Sebastian County, Arkansas",2871.80,0.20,0.48,,149,0.81,0.00,0.03,0.00,0.95,0.29,0.45,0.92,0.18,0.05,0.70,0.00,0.41,1956.00,0.41,0.00,0.40,0.00
"Block Group 5, Census Tract 7, Sebastian County, Arkansas",2609.00,0.36,0.56,0.00,217,0.49,0.00,0.23,0.05,0.60,0.26,0.53,0.69,0.22,0.42,0.56,0.18,0.19,1971.00,0.29,0.00,0.11,0.00
"Block Group 6, Census Tract 7, Sebastian County, Arkansas",4221.30,0.26,0.57,0.31,61,0.47,0.00,0.11,0.02,0.80,0.16,0.24,0.91,0.32,0.21,0.85,0.00,0.03,1989.00,0.82,0.05,0.00,0.00
"Block Group 1, Census Tract 8, Sebastian County, Arkansas",2261.10,0.32,0.40,0.80,20,0.39,0.00,0.44,0.00,1.00,0.23,0.17,0.52,0.10,0.32,0.23,0.00,0.00,1943.00,0.85,0.33,0.16,0.10
"Block Group 2, Census Tract 8, Sebastian County, Arkansas",9333.90,0.15,0.45,0.55,137,0.33,0.00,0.25,0.09,0.15,0.02,0.24,0.61,0.56,0.18,0.61,0.01,0.00,1948.00,0.51,0.15,0.23,0.00
"Block Group 3, Census Tract 8, Sebastian County, Arkansas",4138.70,0.18,0.50,0.00,107,0.44,0.00,0.48,0.05,0.35,0.40,0.44,0.62,0.14,0.27,0.28,0.03,0.05,1972.00,0.75,0.37,0.22,0.00
"Block Group 4, Census Tract 8, Sebastian County, Arkansas",5873.10,0.15,0.47,0.70,138,0.45,0.00,0.21,0.06,0.42,0.22,0.22,0.78,0.47,0.35,0.73,0.05,0.18,1947.00,0.47,0.09,0.18,0.00
"Block Group 5, Census Tract 8, Sebastian County, Arkansas",4233.30,0.17,0.55,0.42,186,0.51,0.00,0.22,0.07,0.64,0.14,0.40,0.67,0.21,0.20,0.65,0.03,0.16,1948.00,0.48,0.54,0.06,0.00
"Block Group 1, Census Tract 10.01, Sebastian County, Arkansas",4057.00,0.36,0.44,0.76,307,0.43,0.15,0.26,0.01,0.52,0.10,0.40,0.94,0.54,0.32,0.83,0.04,0.14,1949.00,0.50,0.00,0.05,0.00
"Block Group 2, Census Tract 10.01, Sebastian County, Arkansas",5082.80,0.17,0.55,0.48,196,0.51,0.00,0.34,0.00,0.71,0.10,0.52,0.96,0.41,0.24,0.55,0.07,0.17,1956.00,0.17,0.09,0.00,0.00
"Block Group 3, Census Tract 10.01, Sebastian County, Arkansas",5222.20,0.30,0.34,0.95,154,0.62,0.00,0.39,0.11,0.62,0.15,0.82,0.94,0.41,0.26,0.53,0.00,0.10,1952.00,0.57,0.06,0.13,0.00
"Block Group 4, Census Tract 10.01, Sebastian County, Arkansas",1326.30,0.28,0.43,1.00,106,0.59,0.00,0.43,0.00,1.00,0.28,0.00,0.67,0.00,0.26,0.23,0.26,0.19,1948.00,0.59,0.17,0.18,0.00
"Block Group 5, Census Tract 10.01, Sebastian County, Arkansas",1775.50,0.13,0.52,,0,0.36,0.00,0.66,0.06,,0.19,0.55,0.77,0.29,0.26,0.19,0.00,0.00,1973.00,0.87,0.08,0.14,0.00
"Block Group 1, Census Tract 10.02, Sebastian County, Arkansas",2624.00,0.48,0.45,0.15,427,0.78,0.08,0.33,0.02,0.63,0.41,0.72,0.95,0.26,0.13,0.75,0.26,0.32,1951.00,0.37,0.13,0.08,0.00
"Block Group 2, Census Tract 10.02, Sebastian County, Arkansas",2412.70,0.50,0.46,0.04,378,0.77,0.00,0.18,0.02,0.41,0.26,0.51,0.94,0.38,0.21,0.70,0.14,0.31,1972.00,0.20,0.22,0.14,0.01
"Block Group 1, Census Tract 11.01, Sebastian County, Arkansas",2060.40,0.76,0.37,0.22,376,0.60,0.00,0.26,0.01,0.56,0.21,0.35,0.96,0.21,0.14,0.65,0.13,0.39,1980.00,0.51,0.00,0.05,0.00
"Block Group 2, Census Tract 11.01, Sebastian County, Arkansas",1276.40,0.40,0.59,0.00,69,0.63,0.19,0.29,0.00,0.80,0.37,0.21,0.88,0.23,0.28,0.36,0.00,0.09,1973.00,0.86,0.00,0.00,0.00
"Block Group 3, Census Tract 11.01, Sebastian County, Arkansas",1965.70,0.59,0.47,0.24,160,0.63,0.00,0.21,0.03,0.53,0.14,0.63,0.91,0.45,0.30,0.68,0.05,0.11,1973.00,0.58,0.04,0.06,0.00
"Block Group 4, Census Tract 11.01, Sebastian County, Arkansas",1791.90,0.57,0.43,0.00,152,0.73,0.00,0.10,0.00,0.66,0.07,0.13,0.96,0.46,0.30,0.68,0.00,0.04,1976.00,0.34,0.00,0.00,0.00
"Block Group 1, Census Tract 11.02, Sebastian County, Arkansas",1210.90,0.95,0.51,0.50,148,0.64,0.00,0.16,0.04,0.47,0.23,0.29,0.89,0.40,0.25,0.63,0.07,0.15,1987.00,0.73,0.09,0.06,0.00
"Block Group 2, Census Tract 11.02, Sebastian County, Arkansas",2693.80,0.54,0.58,0.29,250,0.61,0.00,0.20,0.01,0.34,0.18,0.37,0.86,0.20,0.15,0.56,0.03,0.18,1980.00,0.77,0.05,0.18,0.00
"Block Group 3, Census Tract 11.02, Sebastian County, Arkansas",204.70,3.53,0.61,0.88,90,0.58,0.32,0.37,0.06,0.48,0.26,0.47,0.98,0.34,0.09,0.60,0.00,0.19,1983.00,0.68,0.12,0.16,0.06
"Block Group 1, Census Tract 12.01, Sebastian County, Arkansas",1094.70,0.85,0.51,0.43,170,0.42,0.00,0.15,0.02,0.11,0.28,0.22,0.95,0.40,0.47,0.66,0.08,0.02,1965.00,0.61,0.14,0.06,0.00
